Cell name,Leiden cluster,Cell type,Developmental stage
cell_108093,2,Epiblast,E7.0
cell_108095,1,Nascent mesoderm,E7.0
cell_108096,2,Epiblast,E7.0
cell_108097,1,Nascent mesoderm,E7.0
cell_108098,37,Haematoendothelial progenitors,E7.0
cell_108099,0,Epiblast,E7.0
cell_108101,21,Primitive Streak,E7.0
cell_108102,0,Epiblast,E7.0
cell_108103,37,Mixed mesoderm,E7.0
cell_108105,0,Epiblast,E7.0
cell_108106,21,Primitive Streak,E7.0
cell_108109,9,Mixed mesoderm,E7.0
cell_108115,0,Epiblast,E7.0
cell_108116,0,Epiblast,E7.0
cell_108117,62,Epiblast,E7.0
cell_108119,28,Anterior Primitive Streak,E7.0
cell_108120,1,Nascent mesoderm,E7.0
cell_108121,0,Epiblast,E7.0
cell_108125,2,Epiblast,E7.0
cell_108128,25,Primitive Streak,E7.0
cell_108132,5,Primitive Streak,E7.0
cell_108138,38,Primitive Streak,E7.0
cell_108139,44,Primitive Streak,E7.0
cell_108140,1,Nascent mesoderm,E7.0
cell_108141,5,Primitive Streak,E7.0
cell_108142,44,Primitive Streak,E7.0
cell_108143,2,Epiblast,E7.0
cell_108144,0,Epiblast,E7.0
cell_108145,61,Epiblast,E7.0
cell_108146,0,Epiblast,E7.0
cell_108147,1,Nascent mesoderm,E7.0
cell_108148,47,Epiblast,E7.0
cell_108151,0,Epiblast,E7.0
cell_108152,9,Nascent mesoderm,E7.0
cell_108153,0,Epiblast,E7.0
cell_108154,25,Primitive Streak,E7.0
cell_108155,5,Primitive Streak,E7.0
cell_108156,2,Epiblast,E7.0
cell_108158,44,Primitive Streak,E7.0
cell_108159,38,Anterior Primitive Streak,E7.0
cell_108160,1,Nascent mesoderm,E7.0
cell_108161,38,Epiblast,E7.0
cell_108163,21,Primitive Streak,E7.0
cell_108165,0,Epiblast,E7.0
cell_108166,38,Anterior Primitive Streak,E7.0
cell_108167,1,Nascent mesoderm,E7.0
cell_108168,2,Epiblast,E7.0
cell_108170,9,Mixed mesoderm,E7.0
cell_108171,0,Epiblast,E7.0
cell_108172,0,Epiblast,E7.0
cell_108174,54,Epiblast,E7.0
cell_108175,38,Anterior Primitive Streak,E7.0
cell_108178,0,Epiblast,E7.0
cell_108179,0,Epiblast,E7.0
cell_108180,38,Primitive Streak,E7.0
cell_108183,38,Anterior Primitive Streak,E7.0
cell_108184,0,Epiblast,E7.0
cell_108185,5,Primitive Streak,E7.0
cell_108187,0,Epiblast,E7.0
cell_108189,7,Epiblast,E7.0
cell_108191,38,Primitive Streak,E7.0
cell_108192,61,Epiblast,E7.0
cell_108193,38,Primitive Streak,E7.0
cell_108194,0,Epiblast,E7.0
cell_108196,0,Epiblast,E7.0
cell_108197,5,Epiblast,E7.0
cell_108199,5,Epiblast,E7.0
cell_108201,37,Haematoendothelial progenitors,E7.0
cell_108202,45,Primitive Streak,E7.0
cell_108203,2,Epiblast,E7.0
cell_108204,60,Parietal endoderm,E7.0
cell_108205,5,Primitive Streak,E7.0
cell_108206,38,Primitive Streak,E7.0
cell_108207,5,Primitive Streak,E7.0
cell_108209,45,PGC,E7.0
cell_108210,5,Epiblast,E7.0
cell_108212,37,Haematoendothelial progenitors,E7.0
cell_108214,25,Anterior Primitive Streak,E7.0
cell_108216,25,Anterior Primitive Streak,E7.0
cell_108220,1,Nascent mesoderm,E7.0
cell_108221,38,Primitive Streak,E7.0
cell_108223,45,PGC,E7.0
cell_108225,0,Epiblast,E7.0
cell_108226,9,Mixed mesoderm,E7.0
cell_108227,21,Primitive Streak,E7.0
cell_108228,44,Surface ectoderm,E7.0
cell_108230,2,Epiblast,E7.0
cell_108232,61,Epiblast,E7.0
cell_108235,9,Nascent mesoderm,E7.0
cell_108236,2,Epiblast,E7.0
cell_108238,0,Epiblast,E7.0
cell_108240,44,Nascent mesoderm,E7.0
cell_108242,44,Primitive Streak,E7.0
cell_108244,0,Epiblast,E7.0
cell_108245,9,Mixed mesoderm,E7.0
cell_108246,5,Primitive Streak,E7.0
cell_108247,2,Epiblast,E7.0
cell_108248,7,Primitive Streak,E7.0
cell_108249,0,Epiblast,E7.0
cell_108250,0,Epiblast,E7.0
cell_108251,0,Epiblast,E7.0
cell_108252,0,Epiblast,E7.0
cell_108254,5,Epiblast,E7.0
cell_108255,44,Primitive Streak,E7.0
cell_108256,7,Epiblast,E7.0
cell_108257,28,Anterior Primitive Streak,E7.0
cell_108258,0,Epiblast,E7.0
cell_108260,0,Epiblast,E7.0
cell_108261,9,Nascent mesoderm,E7.0
cell_108262,38,Primitive Streak,E7.0
cell_108263,0,Epiblast,E7.0
cell_108264,0,Epiblast,E7.0
cell_108266,5,Epiblast,E7.0
cell_108267,49,Primitive Streak,E7.0
cell_108268,5,Epiblast,E7.0
cell_108269,49,Epiblast,E7.0
cell_108270,0,Epiblast,E7.0
cell_108271,5,Primitive Streak,E7.0
cell_108272,7,Primitive Streak,E7.0
cell_108274,7,Primitive Streak,E7.0
cell_108275,1,Nascent mesoderm,E7.0
cell_108276,5,Primitive Streak,E7.0
cell_108277,0,Epiblast,E7.0
cell_108278,0,Epiblast,E7.0
cell_108279,1,Nascent mesoderm,E7.0
cell_108281,7,Primitive Streak,E7.0
cell_108282,7,Epiblast,E7.0
cell_108284,38,Anterior Primitive Streak,E7.0
cell_108285,5,Primitive Streak,E7.0
cell_108286,2,Epiblast,E7.0
cell_108287,2,Epiblast,E7.0
cell_108288,0,Epiblast,E7.0
cell_108290,5,Primitive Streak,E7.0
cell_108292,0,Epiblast,E7.0
cell_108294,5,Primitive Streak,E7.0
cell_108295,9,Nascent mesoderm,E7.0
cell_108296,9,Mixed mesoderm,E7.0
cell_108298,60,Parietal endoderm,E7.0
cell_108301,7,Epiblast,E7.0
cell_108303,5,Primitive Streak,E7.0
cell_108304,5,Primitive Streak,E7.0
cell_108305,0,Epiblast,E7.0
cell_108306,38,Primitive Streak,E7.0
cell_108307,0,Epiblast,E7.0
cell_108309,7,Primitive Streak,E7.0
cell_108310,2,Epiblast,E7.0
cell_108311,5,Primitive Streak,E7.0
cell_108312,62,Epiblast,E7.0
cell_108314,0,Epiblast,E7.0
cell_108315,7,Primitive Streak,E7.0
cell_108317,38,Primitive Streak,E7.0
cell_108320,0,Epiblast,E7.0
cell_108321,1,Primitive Streak,E7.0
cell_108322,2,Epiblast,E7.0
cell_108324,54,Primitive Streak,E7.0
cell_108325,5,Primitive Streak,E7.0
cell_108327,1,Nascent mesoderm,E7.0
cell_108328,21,Primitive Streak,E7.0
cell_108331,0,Epiblast,E7.0
cell_108333,1,Nascent mesoderm,E7.0
cell_108334,2,Epiblast,E7.0
cell_108335,5,Primitive Streak,E7.0
cell_108336,37,Nascent mesoderm,E7.0
cell_108338,7,Primitive Streak,E7.0
cell_108339,1,Primitive Streak,E7.0
cell_108342,0,Epiblast,E7.0
cell_108344,1,Nascent mesoderm,E7.0
cell_108346,28,Anterior Primitive Streak,E7.0
cell_108347,0,Epiblast,E7.0
cell_108348,25,Epiblast,E7.0
cell_108349,1,Nascent mesoderm,E7.0
cell_108351,37,Haematoendothelial progenitors,E7.0
cell_108352,2,Epiblast,E7.0
cell_108355,9,Nascent mesoderm,E7.0
cell_108356,7,Primitive Streak,E7.0
cell_108357,2,Epiblast,E7.0
cell_108358,0,Epiblast,E7.0
cell_108359,0,Epiblast,E7.0
cell_108360,0,Epiblast,E7.0
cell_108361,5,Primitive Streak,E7.0
cell_108362,37,Mixed mesoderm,E7.0
cell_108363,7,Primitive Streak,E7.0
cell_108364,20,Rostral neurectoderm,E7.0
cell_108365,49,Epiblast,E7.0
cell_108366,44,Primitive Streak,E7.0
cell_108367,0,Epiblast,E7.0
cell_108368,21,Anterior Primitive Streak,E7.0
cell_108370,38,Anterior Primitive Streak,E7.0
cell_108372,2,Epiblast,E7.0
cell_108374,0,Epiblast,E7.0
cell_108375,1,Nascent mesoderm,E7.0
cell_108377,9,Nascent mesoderm,E7.0
cell_108378,64,Epiblast,E7.0
cell_108379,25,Anterior Primitive Streak,E7.0
cell_108380,9,Mixed mesoderm,E7.0
cell_108382,64,Primitive Streak,E7.0
cell_108383,0,Epiblast,E7.0
cell_108384,21,Primitive Streak,E7.0
cell_108386,0,Epiblast,E7.0
cell_108387,0,Epiblast,E7.0
cell_108388,1,Nascent mesoderm,E7.0
cell_108389,2,Epiblast,E7.0
cell_108390,5,Primitive Streak,E7.0
cell_108391,7,Primitive Streak,E7.0
cell_108392,5,Primitive Streak,E7.0
cell_108393,45,Primitive Streak,E7.0
cell_108394,0,Epiblast,E7.0
cell_108395,0,Epiblast,E7.0
cell_108396,2,Epiblast,E7.0
cell_108400,2,Epiblast,E7.0
cell_108401,0,Epiblast,E7.0
cell_108403,38,Primitive Streak,E7.0
cell_108404,49,Epiblast,E7.0
cell_108405,2,Epiblast,E7.0
cell_108407,0,Epiblast,E7.0
cell_108408,49,Epiblast,E7.0
cell_108409,37,Haematoendothelial progenitors,E7.0
cell_108410,54,Epiblast,E7.0
cell_108413,49,Epiblast,E7.0
cell_108415,45,Epiblast,E7.0
cell_108416,25,Anterior Primitive Streak,E7.0
cell_108418,1,Primitive Streak,E7.0
cell_108420,2,Epiblast,E7.0
cell_108422,0,Epiblast,E7.0
cell_108423,1,Nascent mesoderm,E7.0
cell_108425,38,Primitive Streak,E7.0
cell_108426,5,Primitive Streak,E7.0
cell_108427,1,Nascent mesoderm,E7.0
cell_108428,1,Nascent mesoderm,E7.0
cell_108429,38,Anterior Primitive Streak,E7.0
cell_108430,5,Epiblast,E7.0
cell_108432,5,Epiblast,E7.0
cell_108434,25,Anterior Primitive Streak,E7.0
cell_108435,5,Epiblast,E7.0
cell_108436,25,Anterior Primitive Streak,E7.0
cell_108437,0,Epiblast,E7.0
cell_108439,5,Primitive Streak,E7.0
cell_108442,0,Epiblast,E7.0
cell_108444,65,Epiblast,E7.0
cell_108445,2,Epiblast,E7.0
cell_108446,1,Nascent mesoderm,E7.0
cell_108448,21,Primitive Streak,E7.0
cell_108449,25,Anterior Primitive Streak,E7.0
cell_108452,1,Nascent mesoderm,E7.0
cell_108453,5,Epiblast,E7.0
cell_108454,44,Primitive Streak,E7.0
cell_108456,0,Epiblast,E7.0
cell_108457,0,Epiblast,E7.0
cell_108460,38,Primitive Streak,E7.0
cell_108462,47,Epiblast,E7.0
cell_108463,2,Epiblast,E7.0
cell_108464,5,Primitive Streak,E7.0
cell_108465,0,Epiblast,E7.0
cell_108466,2,Epiblast,E7.0
cell_108467,0,Epiblast,E7.0
cell_108468,38,Anterior Primitive Streak,E7.0
cell_108469,21,Primitive Streak,E7.0
cell_108470,0,Epiblast,E7.0
cell_108471,60,Parietal endoderm,E7.0
cell_108472,2,Epiblast,E7.0
cell_108474,2,Epiblast,E7.0
cell_108475,0,Epiblast,E7.0
cell_108477,5,Primitive Streak,E7.0
cell_108478,0,Epiblast,E7.0
cell_108479,5,Primitive Streak,E7.0
cell_108480,0,Epiblast,E7.0
cell_108481,61,Epiblast,E7.0
cell_108483,2,Epiblast,E7.0
cell_108484,1,Nascent mesoderm,E7.0
cell_108485,9,Nascent mesoderm,E7.0
cell_108486,5,Primitive Streak,E7.0
cell_108487,7,Primitive Streak,E7.0
cell_108488,1,Nascent mesoderm,E7.0
cell_108489,37,Haematoendothelial progenitors,E7.0
cell_108490,7,Primitive Streak,E7.0
cell_108493,5,Primitive Streak,E7.0
cell_108497,1,Nascent mesoderm,E7.0
cell_108499,5,Epiblast,E7.0
cell_108501,5,Primitive Streak,E7.0
cell_108502,0,Epiblast,E7.0
cell_108503,0,Epiblast,E7.0
cell_108504,37,Haematoendothelial progenitors,E7.0
cell_108505,7,Epiblast,E7.0
cell_108507,0,Epiblast,E7.0
cell_108508,7,Primitive Streak,E7.0
cell_108509,60,Parietal endoderm,E7.0
cell_108511,1,Nascent mesoderm,E7.0
cell_108512,9,Nascent mesoderm,E7.0
cell_108515,0,Epiblast,E7.0
cell_108516,9,Mixed mesoderm,E7.0
cell_108517,0,Epiblast,E7.0
cell_108518,0,Epiblast,E7.0
cell_108519,5,Epiblast,E7.0
cell_108520,54,Epiblast,E7.0
cell_108521,0,Epiblast,E7.0
cell_108523,0,Epiblast,E7.0
cell_108524,1,Nascent mesoderm,E7.0
cell_108525,0,Epiblast,E7.0
cell_108526,37,Haematoendothelial progenitors,E7.0
cell_108527,1,Nascent mesoderm,E7.0
cell_108528,5,Primitive Streak,E7.0
cell_108530,9,Mixed mesoderm,E7.0
cell_108531,0,Epiblast,E7.0
cell_108532,7,Primitive Streak,E7.0
cell_108533,0,Epiblast,E7.0
cell_108535,1,Nascent mesoderm,E7.0
cell_108537,5,Primitive Streak,E7.0
cell_108538,45,Nascent mesoderm,E7.0
cell_108539,2,Epiblast,E7.0
cell_108540,1,Primitive Streak,E7.0
cell_108541,5,Primitive Streak,E7.0
cell_108543,5,Primitive Streak,E7.0
cell_108544,5,Primitive Streak,E7.0
cell_108545,64,Epiblast,E7.0
cell_108546,54,Epiblast,E7.0
cell_108547,47,Primitive Streak,E7.0
cell_108548,25,Anterior Primitive Streak,E7.0
cell_108551,5,Epiblast,E7.0
cell_108552,44,Primitive Streak,E7.0
cell_108553,0,Epiblast,E7.0
cell_108554,0,Epiblast,E7.0
cell_108556,38,Primitive Streak,E7.0
cell_108557,25,Primitive Streak,E7.0
cell_108558,5,Epiblast,E7.0
cell_108559,0,Epiblast,E7.0
cell_108561,5,Primitive Streak,E7.0
cell_108562,5,Primitive Streak,E7.0
cell_108564,44,Primitive Streak,E7.0
cell_108565,1,Nascent mesoderm,E7.0
cell_108568,38,Primitive Streak,E7.0
cell_108570,61,Epiblast,E7.0
cell_108571,38,Anterior Primitive Streak,E7.0
cell_108573,1,Nascent mesoderm,E7.0
cell_108574,0,Epiblast,E7.0
cell_108575,2,Epiblast,E7.0
cell_108576,2,Epiblast,E7.0
cell_108577,45,Primitive Streak,E7.0
cell_108579,60,Parietal endoderm,E7.0
cell_108580,5,Primitive Streak,E7.0
cell_108581,1,Nascent mesoderm,E7.0
cell_108584,2,Epiblast,E7.0
cell_108585,3,Mesenchyme,E7.0
cell_108586,0,Epiblast,E7.0
cell_108587,5,Epiblast,E7.0
cell_108588,0,Epiblast,E7.0
cell_108590,5,Primitive Streak,E7.0
cell_108591,5,Epiblast,E7.0
cell_108592,47,Primitive Streak,E7.0
cell_108595,44,Primitive Streak,E7.0
cell_108596,37,Haematoendothelial progenitors,E7.0
cell_108597,38,Primitive Streak,E7.0
cell_108598,2,Epiblast,E7.0
cell_108599,0,Epiblast,E7.0
cell_108600,25,Epiblast,E7.0
cell_108601,1,Nascent mesoderm,E7.0
cell_108602,25,Anterior Primitive Streak,E7.0
cell_108604,25,Epiblast,E7.0
cell_108605,37,Haematoendothelial progenitors,E7.0
cell_108607,25,Anterior Primitive Streak,E7.0
cell_108608,0,Epiblast,E7.0
cell_108609,2,Epiblast,E7.0
cell_108610,61,Epiblast,E7.0
cell_108611,37,Haematoendothelial progenitors,E7.0
cell_108612,9,Mixed mesoderm,E7.0
cell_108613,1,Nascent mesoderm,E7.0
cell_108614,1,Nascent mesoderm,E7.0
cell_108616,9,Nascent mesoderm,E7.0
cell_108618,0,Epiblast,E7.0
cell_108619,1,Nascent mesoderm,E7.0
cell_108622,0,Epiblast,E7.0
cell_108623,0,Epiblast,E7.0
cell_108624,9,Mixed mesoderm,E7.0
cell_108625,5,Epiblast,E7.0
cell_108626,0,Epiblast,E7.0
cell_108627,0,Epiblast,E7.0
cell_108628,0,Epiblast,E7.0
cell_108629,0,Epiblast,E7.0
cell_108631,0,Epiblast,E7.0
cell_108632,5,Primitive Streak,E7.0
cell_108633,0,Epiblast,E7.0
cell_108635,2,Epiblast,E7.0
cell_108637,0,Epiblast,E7.0
cell_108638,0,Epiblast,E7.0
cell_108639,5,Epiblast,E7.0
cell_108641,45,Primitive Streak,E7.0
cell_108642,5,Primitive Streak,E7.0
cell_108643,37,Mixed mesoderm,E7.0
cell_108644,38,Primitive Streak,E7.0
cell_108645,9,Nascent mesoderm,E7.0
cell_108646,0,Epiblast,E7.0
cell_108647,62,Primitive Streak,E7.0
cell_108648,1,Nascent mesoderm,E7.0
cell_108650,47,Epiblast,E7.0
cell_108651,49,Epiblast,E7.0
cell_108652,44,Primitive Streak,E7.0
cell_108653,7,Primitive Streak,E7.0
cell_108654,5,Epiblast,E7.0
cell_108655,37,Haematoendothelial progenitors,E7.0
cell_108657,38,Anterior Primitive Streak,E7.0
cell_108658,61,Epiblast,E7.0
cell_108660,7,Primitive Streak,E7.0
cell_108661,2,Epiblast,E7.0
cell_108662,25,Epiblast,E7.0
cell_108663,37,Haematoendothelial progenitors,E7.0
cell_108665,5,Primitive Streak,E7.0
cell_108666,1,Nascent mesoderm,E7.0
cell_108667,7,Epiblast,E7.0
cell_108668,44,Primitive Streak,E7.0
cell_108669,1,Nascent mesoderm,E7.0
cell_108671,62,Epiblast,E7.0
cell_108672,44,Primitive Streak,E7.0
cell_108673,0,Epiblast,E7.0
cell_108674,0,Epiblast,E7.0
cell_108676,49,Epiblast,E7.0
cell_108679,1,Nascent mesoderm,E7.0
cell_108681,63,Epiblast,E7.0
cell_108682,2,Epiblast,E7.0
cell_108684,44,Primitive Streak,E7.0
cell_108685,1,Nascent mesoderm,E7.0
cell_108688,0,Epiblast,E7.0
cell_108689,7,Primitive Streak,E7.0
cell_108690,0,Epiblast,E7.0
cell_108692,5,Epiblast,E7.0
cell_108694,38,Primitive Streak,E7.0
cell_108698,5,Epiblast,E7.0
cell_108699,7,Primitive Streak,E7.0
cell_108700,9,Nascent mesoderm,E7.0
cell_108701,1,Nascent mesoderm,E7.0
cell_108702,38,Primitive Streak,E7.0
cell_108703,2,Epiblast,E7.0
cell_108705,44,Anterior Primitive Streak,E7.0
cell_108708,1,Nascent mesoderm,E7.0
cell_108709,0,Epiblast,E7.0
cell_108710,37,Haematoendothelial progenitors,E7.0
cell_108711,2,Epiblast,E7.0
cell_108713,0,Epiblast,E7.0
cell_108714,9,Nascent mesoderm,E7.0
cell_108715,0,Epiblast,E7.0
cell_108716,44,Primitive Streak,E7.0
cell_108717,44,Primitive Streak,E7.0
cell_108720,2,Epiblast,E7.0
cell_108721,5,Primitive Streak,E7.0
cell_108723,49,Epiblast,E7.0
cell_108724,47,Epiblast,E7.0
cell_108727,1,Nascent mesoderm,E7.0
cell_108729,0,Epiblast,E7.0
cell_108730,0,Epiblast,E7.0
cell_108731,9,Mixed mesoderm,E7.0
cell_108732,2,Epiblast,E7.0
cell_108733,0,Epiblast,E7.0
cell_108735,25,Anterior Primitive Streak,E7.0
cell_108736,0,Epiblast,E7.0
cell_108737,5,Primitive Streak,E7.0
cell_108738,54,Epiblast,E7.0
cell_108740,44,Epiblast,E7.0
cell_108742,45,Surface ectoderm,E7.0
cell_108743,1,Nascent mesoderm,E7.0
cell_108744,38,Anterior Primitive Streak,E7.0
cell_108745,5,Primitive Streak,E7.0
cell_108746,7,Primitive Streak,E7.0
cell_108748,7,Primitive Streak,E7.0
cell_108749,5,Primitive Streak,E7.0
cell_108750,0,Epiblast,E7.0
cell_108751,0,Epiblast,E7.0
cell_108752,25,Epiblast,E7.0
cell_108753,28,Anterior Primitive Streak,E7.0
cell_108754,1,Nascent mesoderm,E7.0
cell_108755,7,Epiblast,E7.0
cell_108756,37,Haematoendothelial progenitors,E7.0
cell_108757,0,Epiblast,E7.0
cell_108758,54,Epiblast,E7.0
cell_108760,0,Epiblast,E7.0
cell_108762,0,Epiblast,E7.0
cell_108763,1,Nascent mesoderm,E7.0
cell_108765,5,Primitive Streak,E7.0
cell_108766,5,Primitive Streak,E7.0
cell_108767,47,Epiblast,E7.0
cell_108768,5,Primitive Streak,E7.0
cell_108769,7,Epiblast,E7.0
cell_108770,0,Epiblast,E7.0
cell_108772,49,Epiblast,E7.0
cell_108773,1,Nascent mesoderm,E7.0
cell_108774,0,Primitive Streak,E7.0
cell_108776,2,Epiblast,E7.0
cell_108777,2,Epiblast,E7.0
cell_108778,0,Epiblast,E7.0
cell_108780,38,Primitive Streak,E7.0
cell_108782,5,Epiblast,E7.0
cell_108783,1,Nascent mesoderm,E7.0
cell_108784,0,Epiblast,E7.0
cell_108785,9,Mixed mesoderm,E7.0
cell_108787,5,Epiblast,E7.0
cell_108788,27,Primitive Streak,E7.0
cell_108789,1,Nascent mesoderm,E7.0
cell_108790,5,Primitive Streak,E7.0
cell_108791,37,Haematoendothelial progenitors,E7.0
cell_108792,21,Anterior Primitive Streak,E7.0
cell_108793,25,Primitive Streak,E7.0
cell_108796,0,Epiblast,E7.0
cell_108797,25,Primitive Streak,E7.0
cell_108798,0,Epiblast,E7.0
cell_108799,37,Haematoendothelial progenitors,E7.0
cell_108801,2,Epiblast,E7.0
cell_108806,44,Nascent mesoderm,E7.0
cell_108807,0,Epiblast,E7.0
cell_108808,1,Nascent mesoderm,E7.0
cell_108809,28,Anterior Primitive Streak,E7.0
cell_108810,1,Nascent mesoderm,E7.0
cell_108811,38,Primitive Streak,E7.0
cell_108812,7,Primitive Streak,E7.0
cell_108813,7,Epiblast,E7.0
cell_108815,1,Nascent mesoderm,E7.0
cell_108816,44,Primitive Streak,E7.0
cell_108818,0,Epiblast,E7.0
cell_108819,0,Epiblast,E7.0
cell_108820,5,Epiblast,E7.0
cell_108822,0,Epiblast,E7.0
cell_108823,5,Primitive Streak,E7.0
cell_108824,61,Epiblast,E7.0
cell_108826,21,Primitive Streak,E7.0
cell_108828,5,Epiblast,E7.0
cell_108830,28,Anterior Primitive Streak,E7.0
cell_108831,60,Parietal endoderm,E7.0
cell_108832,27,Epiblast,E7.0
cell_108833,5,Primitive Streak,E7.0
cell_108834,0,Epiblast,E7.0
cell_108835,25,Anterior Primitive Streak,E7.0
cell_108837,0,Epiblast,E7.0
cell_108838,44,Primitive Streak,E7.0
cell_108839,0,Epiblast,E7.0
cell_108840,9,Mixed mesoderm,E7.0
cell_108841,5,Primitive Streak,E7.0
cell_108843,5,Primitive Streak,E7.0
cell_108844,1,Nascent mesoderm,E7.0
cell_108845,1,Nascent mesoderm,E7.0
cell_108848,45,Surface ectoderm,E7.0
cell_108851,38,Primitive Streak,E7.0
cell_108852,5,Primitive Streak,E7.0
cell_108853,37,Mixed mesoderm,E7.0
cell_108855,0,Epiblast,E7.0
cell_108856,5,Primitive Streak,E7.0
cell_108857,9,Nascent mesoderm,E7.0
cell_108858,21,Epiblast,E7.0
cell_108862,9,Nascent mesoderm,E7.0
cell_108864,5,Epiblast,E7.0
cell_108866,25,Anterior Primitive Streak,E7.0
cell_108872,1,Nascent mesoderm,E7.0
cell_108873,47,Epiblast,E7.0
cell_108874,0,Epiblast,E7.0
cell_108875,0,Epiblast,E7.0
cell_108876,5,Primitive Streak,E7.0
cell_108877,38,Anterior Primitive Streak,E7.0
cell_108878,2,Epiblast,E7.0
cell_108880,38,Primitive Streak,E7.0
cell_108882,2,Epiblast,E7.0
cell_108884,0,Epiblast,E7.0
cell_108885,2,Epiblast,E7.0
cell_108887,7,Primitive Streak,E7.0
cell_108888,9,Nascent mesoderm,E7.0
cell_108889,1,Nascent mesoderm,E7.0
cell_108890,2,Epiblast,E7.0
cell_108891,9,Nascent mesoderm,E7.0
cell_108893,45,Primitive Streak,E7.0
cell_108894,0,Epiblast,E7.0
cell_108895,49,Epiblast,E7.0
cell_108897,37,Haematoendothelial progenitors,E7.0
cell_108898,7,Primitive Streak,E7.0
cell_108899,0,Epiblast,E7.0
cell_108903,27,Primitive Streak,E7.0
cell_108904,0,Epiblast,E7.0
cell_108905,9,Mixed mesoderm,E7.0
cell_108907,5,Primitive Streak,E7.0
cell_108908,5,Primitive Streak,E7.0
cell_108911,5,Primitive Streak,E7.0
cell_108912,0,Epiblast,E7.0
cell_108913,25,Primitive Streak,E7.0
cell_108915,5,Primitive Streak,E7.0
cell_108916,1,Nascent mesoderm,E7.0
cell_108918,28,Anterior Primitive Streak,E7.0
cell_108921,9,Nascent mesoderm,E7.0
cell_108922,7,Epiblast,E7.0
cell_108923,44,Primitive Streak,E7.0
cell_108924,1,Nascent mesoderm,E7.0
cell_108925,2,Epiblast,E7.0
cell_108926,21,Primitive Streak,E7.0
cell_108929,2,Epiblast,E7.0
cell_108930,37,Mixed mesoderm,E7.0
cell_108931,2,Epiblast,E7.0
cell_108933,1,Nascent mesoderm,E7.0
cell_108934,2,Epiblast,E7.0
cell_108936,25,Epiblast,E7.0
cell_108937,21,Def. endoderm,E7.0
cell_108939,0,Epiblast,E7.0
cell_108940,1,Nascent mesoderm,E7.0
cell_108941,7,Primitive Streak,E7.0
cell_108942,0,Epiblast,E7.0
cell_108944,5,Epiblast,E7.0
cell_108946,25,Anterior Primitive Streak,E7.0
cell_108947,44,Primitive Streak,E7.0
cell_108948,44,Primitive Streak,E7.0
cell_108952,1,Nascent mesoderm,E7.0
cell_108953,5,Primitive Streak,E7.0
cell_108955,0,Epiblast,E7.0
cell_108956,62,Primitive Streak,E7.0
cell_108957,5,Primitive Streak,E7.0
cell_108958,0,Epiblast,E7.0
cell_108959,37,Mixed mesoderm,E7.0
cell_108960,5,Primitive Streak,E7.0
cell_108961,7,Primitive Streak,E7.0
cell_108962,7,Primitive Streak,E7.0
cell_108963,9,Nascent mesoderm,E7.0
cell_108964,0,Epiblast,E7.0
cell_108966,60,Parietal endoderm,E7.0
cell_108967,2,Epiblast,E7.0
cell_108968,28,Anterior Primitive Streak,E7.0
cell_108969,9,Nascent mesoderm,E7.0
cell_108970,21,Def. endoderm,E7.0
cell_108971,2,Epiblast,E7.0
cell_108973,0,Epiblast,E7.0
cell_108974,0,Epiblast,E7.0
cell_108977,54,Epiblast,E7.0
cell_108978,0,Epiblast,E7.0
cell_108979,0,Epiblast,E7.0
cell_108982,2,Epiblast,E7.0
cell_108984,38,Anterior Primitive Streak,E7.0
cell_108985,0,Epiblast,E7.0
cell_108987,9,Nascent mesoderm,E7.0
cell_108990,9,Mixed mesoderm,E7.0
cell_108992,60,Parietal endoderm,E7.0
cell_108993,27,Epiblast,E7.0
cell_108995,0,Epiblast,E7.0
cell_108996,9,Nascent mesoderm,E7.0
cell_108997,9,Mixed mesoderm,E7.0
cell_108999,37,Haematoendothelial progenitors,E7.0
cell_109001,0,Epiblast,E7.0
cell_109002,25,Epiblast,E7.0
cell_109003,9,Nascent mesoderm,E7.0
cell_109004,9,Nascent mesoderm,E7.0
cell_109005,5,Epiblast,E7.0
cell_109006,27,Epiblast,E7.0
cell_109008,0,Epiblast,E7.0
cell_109010,5,Primitive Streak,E7.0
cell_109011,0,Epiblast,E7.0
cell_109012,5,Primitive Streak,E7.0
cell_109014,2,Epiblast,E7.0
cell_109016,21,Primitive Streak,E7.0
cell_109017,38,Primitive Streak,E7.0
cell_109018,1,Nascent mesoderm,E7.0
cell_109019,9,Nascent mesoderm,E7.0
cell_109020,1,Nascent mesoderm,E7.0
cell_109021,25,Anterior Primitive Streak,E7.0
cell_109022,1,Nascent mesoderm,E7.0
cell_109023,7,Epiblast,E7.0
cell_109024,0,Epiblast,E7.0
cell_109025,37,Nascent mesoderm,E7.0
cell_109026,9,Nascent mesoderm,E7.0
cell_109027,9,Mixed mesoderm,E7.0
cell_109029,7,Primitive Streak,E7.0
cell_109030,0,Epiblast,E7.0
cell_109033,9,Nascent mesoderm,E7.0
cell_109034,0,Epiblast,E7.0
cell_109036,49,Primitive Streak,E7.0
cell_109037,5,Epiblast,E7.0
cell_109038,1,Nascent mesoderm,E7.0
cell_109039,0,Epiblast,E7.0
cell_109041,1,Nascent mesoderm,E7.0
cell_109042,5,Epiblast,E7.0
cell_109043,7,Primitive Streak,E7.0
cell_109044,44,Primitive Streak,E7.0
cell_109045,1,Nascent mesoderm,E7.0
